incident_id,date,time,datetime,latitude,longitude,force_type,incident_type,subject_age,subject_race,subject_gender,officer_age,officer_gender,officer_years_experience,weapon_present,injury_level,body_camera_on
UOF-01779,2021-02-09,21:51:00,2021-02-09 21:51:00,30.270245,-97.739271,Hands-On,Mental Health Crisis,49,White,Male,33,Male,13,No,None,Yes
UOF-03840,2021-02-10,01:16:00,2021-02-10 01:16:00,30.263147,-97.817075,Hands-On,Suspicious Activity,39,White,Male,49,Male,8,Yes,Minor,Yes
UOF-03696,2021-02-10,06:17:00,2021-02-10 06:17:00,30.372818,-97.744271,Chemical Spray,Suspicious Activity,29,Black,Female,39,Male,11,Yes,None,No
UOF-04473,2021-02-10,10:22:00,2021-02-10 10:22:00,30.265297,-97.765731,Hands-On,Mental Health Crisis,54,White,Female,32,Female,15,No,None,Yes
UOF-04743,2021-02-10,11:17:00,2021-02-10 11:17:00,30.34553,-97.658913,Hands-On,Traffic Stop,40,Black,Female,33,Male,6,Yes,Minor,Yes
UOF-04239,2021-02-10,19:31:00,2021-02-10 19:31:00,30.308888,-97.851176,Hands-On,Traffic Stop,51,White,Male,38,Male,14,No,Minor,Yes
UOF-03196,2021-02-10,19:39:00,2021-02-10 19:39:00,30.189443,-97.799802,Hands-On,Traffic Stop,36,White,Female,30,Male,13,Yes,None,Yes
UOF-04146,2021-02-11,05:19:00,2021-02-11 05:19:00,30.173592,-97.735237,Hands-On,Pursuit,50,Other,Male,39,Male,10,Yes,None,Yes
UOF-01825,2021-02-11,11:15:00,2021-02-11 11:15:00,30.368229,-97.761865,Hands-On,Traffic Stop,45,Hispanic,Male,25,Male,6,No,Moderate,Yes
UOF-03153,2021-02-11,13:03:00,2021-02-11 13:03:00,30.340962,-97.720116,Baton,Warrant Service,59,Black,Male,36,Male,8,No,None,Yes
UOF-02306,2021-02-11,15:58:00,2021-02-11 15:58:00,30.341549,-97.746564,Chemical Spray,Suspicious Activity,37,Black,Female,32,Male,12,No,Minor,Yes
UOF-03273,2021-02-11,18:51:00,2021-02-11 18:51:00,30.324248,-97.653708,Taser,Traffic Stop,55,Hispanic,Male,29,Male,9,No,None,Yes
UOF-00962,2021-02-11,20:50:00,2021-02-11 20:50:00,30.273131,-97.750414,Hands-On,Traffic Stop,46,Black,Male,40,Male,8,No,Minor,No
UOF-00284,2021-02-11,21:49:00,2021-02-11 21:49:00,30.244267,-97.732174,Taser,Traffic Stop,40,White,Male,29,Male,6,Yes,Moderate,Yes
UOF-03775,2021-02-12,05:57:00,2021-02-12 05:57:00,30.201796,-97.747212,Hands-On,Mental Health Crisis,43,White,Male,40,Male,4,No,Minor,No
UOF-00853,2021-02-12,08:16:00,2021-02-12 08:16:00,30.293878,-97.719502,Hands-On,Traffic Stop,48,Hispanic,Male,27,Male,8,No,None,Yes
UOF-02774,2021-02-12,13:08:00,2021-02-12 13:08:00,30.189896,-97.791269,Hands-On,Pursuit,39,White,Female,45,Male,4,No,None,No
UOF-02747,2021-02-12,14:07:00,2021-02-12 14:07:00,30.341676,-97.655512,Baton,Warrant Service,45,Other,Male,29,Male,13,No,Minor,Yes
UOF-04792,2021-02-12,14:17:00,2021-02-12 14:17:00,30.229831,-97.757366,Taser,Mental Health Crisis,55,Black,Male,42,Female,3,No,Minor,Yes
UOF-04460,2021-02-12,16:07:00,2021-02-12 16:07:00,30.347524,-97.769496,Hands-On,Mental Health Crisis,26,Asian,Male,55,Male,12,No,None,Yes
UOF-04283,2021-02-12,20:54:00,2021-02-12 20:54:00,30.350254,-97.728615,Taser,Disturbance Call,44,Hispanic,Female,39,Male,4,Yes,None,Yes
UOF-00015,2021-02-13,18:14:00,2021-02-13 18:14:00,30.246138,-97.83293,Hands-On,Domestic Violence,35,White,Female,26,Female,0,No,None,Yes
UOF-00780,2021-02-13,20:06:00,2021-02-13 20:06:00,30.243576,-97.864931,Hands-On,Mental Health Crisis,53,Black,Female,39,Male,6,No,None,Yes
UOF-03546,2021-02-13,20:51:00,2021-02-13 20:51:00,30.343326,-97.63691,Hands-On,Mental Health Crisis,35,White,Male,35,Male,3,No,Moderate,Yes
UOF-04327,2021-02-13,22:27:00,2021-02-13 22:27:00,30.254174,-97.848718,Chemical Spray,Mental Health Crisis,28,Black,Male,32,Male,15,No,Minor,No
UOF-03447,2021-02-13,22:36:00,2021-02-13 22:36:00,30.206072,-97.726553,Taser,Disturbance Call,46,Hispanic,Male,38,Male,9,Yes,None,Yes
UOF-02403,2021-02-14,08:16:00,2021-02-14 08:16:00,30.287112,-97.755604,Chemical Spray,Disturbance Call,56,Black,Female,35,Male,4,Yes,None,Yes
UOF-00872,2021-02-14,08:52:00,2021-02-14 08:52:00,30.372732,-97.670951,Hands-On,Warrant Service,38,Hispanic,Male,41,Male,34,Yes,None,Yes
UOF-01207,2021-02-14,15:22:00,2021-02-14 15:22:00,30.375578,-97.750913,Hands-On,Domestic Violence,44,Black,Male,45,Male,12,No,Moderate,Yes
UOF-01689,2021-02-14,18:36:00,2021-02-14 18:36:00,30.258008,-97.764365,Hands-On,Domestic Violence,34,Black,Male,33,Male,17,Yes,Moderate,No
UOF-02870,2021-02-14,20:39:00,2021-02-14 20:39:00,30.351695,-97.722803,Taser,Suspicious Activity,23,Other,Male,40,Male,4,No,Minor,Yes
UOF-01830,2021-02-14,20:40:00,2021-02-14 20:40:00,30.380481,-97.745183,Taser,Traffic Stop,28,White,Male,39,Female,2,No,None,Yes
UOF-00389,2021-02-15,08:06:00,2021-02-15 08:06:00,30.323199,-97.745006,Hands-On,Domestic Violence,57,Hispanic,Male,34,Male,6,No,None,Yes
UOF-01228,2021-02-15,16:17:00,2021-02-15 16:17:00,30.307359,-97.743905,Baton,Suspicious Activity,59,White,Male,38,Male,11,Yes,Fatal,Yes
UOF-01427,2021-02-15,19:34:00,2021-02-15 19:34:00,30.255089,-97.798226,Taser,Suspicious Activity,22,Other,Female,29,Female,7,Yes,Minor,No
UOF-04548,2021-02-16,00:43:00,2021-02-16 00:43:00,30.326616,-97.69289,Hands-On,Suspicious Activity,41,Black,Male,30,Male,9,Yes,None,Yes
UOF-03389,2021-02-16,20:20:00,2021-02-16 20:20:00,30.351503,-97.798955,Hands-On,Traffic Stop,55,Other,Female,43,Female,6,No,Minor,No
UOF-02248,2021-02-17,10:05:00,2021-02-17 10:05:00,30.291498,-97.85621,K-9,Disturbance Call,30,Black,Male,48,Male,16,No,None,Yes
UOF-03921,2021-02-17,11:55:00,2021-02-17 11:55:00,30.260102,-97.810339,Hands-On,Mental Health Crisis,27,Black,Male,43,Male,16,No,Minor,Yes
UOF-04202,2021-02-17,16:24:00,2021-02-17 16:24:00,30.131936,-97.704523,Hands-On,Pursuit,67,Asian,Male,31,Female,4,Yes,Minor,Yes
UOF-01997,2021-02-17,17:13:00,2021-02-17 17:13:00,30.195894,-97.741003,Hands-On,Domestic Violence,56,White,Female,36,Female,4,No,Minor,Yes
UOF-01201,2021-02-17,17:20:00,2021-02-17 17:20:00,30.338642,-97.642759,Hands-On,Disturbance Call,48,Other,Male,35,Male,14,No,Minor,Yes
UOF-00829,2021-02-17,17:48:00,2021-02-17 17:48:00,30.271631,-97.649851,Hands-On,Mental Health Crisis,35,Black,Male,28,Male,2,Yes,None,Yes
UOF-03231,2021-02-17,20:06:00,2021-02-17 20:06:00,30.356175,-97.752145,Hands-On,Domestic Violence,28,Hispanic,Male,47,Male,26,No,Minor,Yes
UOF-03547,2021-02-17,21:53:00,2021-02-17 21:53:00,30.275467,-97.731156,Chemical Spray,Disturbance Call,59,Other,Female,29,Male,2,Yes,Moderate,Yes
UOF-01940,2021-02-17,22:59:00,2021-02-17 22:59:00,30.320363,-97.64569,Hands-On,Traffic Stop,36,Black,Male,48,Male,4,Yes,Minor,Yes
UOF-03493,2021-02-19,17:46:00,2021-02-19 17:46:00,30.250463,-97.80993,Hands-On,Disturbance Call,43,Hispanic,Female,34,Male,8,Yes,None,Yes
UOF-01874,2021-02-19,19:37:00,2021-02-19 19:37:00,30.199382,-97.770711,Hands-On,Suspicious Activity,54,White,Male,40,Male,6,Yes,Minor,Yes
UOF-00939,2021-02-20,15:14:00,2021-02-20 15:14:00,30.169053,-97.728166,Hands-On,Domestic Violence,46,Black,Female,43,Female,3,No,None,Yes
UOF-02103,2021-02-20,17:51:00,2021-02-20 17:51:00,30.287758,-97.762423,Hands-On,Domestic Violence,37,White,Male,43,Female,17,Yes,Minor,Yes
UOF-04895,2021-02-20,18:15:00,2021-02-20 18:15:00,30.22618,-97.764186,Hands-On,Warrant Service,32,White,Male,38,Male,4,No,None,Yes
UOF-03578,2021-02-20,23:13:00,2021-02-20 23:13:00,30.349477,-97.739379,Chemical Spray,Mental Health Crisis,42,Hispanic,Male,25,Female,11,Yes,Severe,No
UOF-00434,2021-02-21,08:37:00,2021-02-21 08:37:00,30.35235,-97.67406,Firearm,Disturbance Call,33,White,Male,29,Male,12,Yes,Minor,Yes
UOF-02160,2021-02-21,14:31:00,2021-02-21 14:31:00,30.338178,-97.642911,Taser,Mental Health Crisis,33,White,Male,33,Male,4,No,Minor,Yes
UOF-02410,2021-02-21,23:58:00,2021-02-21 23:58:00,30.19891,-97.733037,Chemical Spray,Traffic Stop,34,White,Female,27,Female,10,Yes,None,Yes
UOF-01338,2021-02-22,04:04:00,2021-02-22 04:04:00,30.186493,-97.751337,Taser,Disturbance Call,44,Black,Male,31,Female,3,No,None,Yes
UOF-04903,2021-02-22,08:06:00,2021-02-22 08:06:00,30.34178,-97.592003,Taser,Mental Health Crisis,34,Black,Male,35,Male,10,Yes,Minor,Yes
UOF-03762,2021-02-22,19:07:00,2021-02-22 19:07:00,30.288613,-97.868989,Chemical Spray,Traffic Stop,40,Black,Male,39,Female,7,No,None,Yes
UOF-01796,2021-02-22,21:27:00,2021-02-22 21:27:00,30.240936,-97.759763,Hands-On,Traffic Stop,54,Hispanic,Male,30,Male,15,No,Minor,Yes
UOF-01299,2021-02-23,03:03:00,2021-02-23 03:03:00,30.245426,-97.731871,Taser,Disturbance Call,47,Hispanic,Male,36,Male,15,No,Minor,Yes
UOF-04888,2021-02-23,07:57:00,2021-02-23 07:57:00,30.356533,-97.610781,Taser,Disturbance Call,39,White,Male,33,Male,19,No,None,Yes
UOF-04897,2021-02-23,18:06:00,2021-02-23 18:06:00,30.283561,-97.743027,Firearm,Disturbance Call,50,Black,Male,25,Male,9,No,None,Yes
UOF-02847,2021-02-23,18:31:00,2021-02-23 18:31:00,30.357237,-97.704811,Hands-On,Suspicious Activity,31,Hispanic,Male,33,Male,3,No,Moderate,Yes
UOF-00101,2021-02-23,18:42:00,2021-02-23 18:42:00,30.339551,-97.69798,Hands-On,Mental Health Crisis,21,White,Male,46,Male,3,No,Severe,Yes
UOF-02480,2021-02-24,14:18:00,2021-02-24 14:18:00,30.363618,-97.750014,Hands-On,Disturbance Call,37,Hispanic,Male,45,Male,15,Yes,None,Yes
UOF-03937,2021-02-24,18:43:00,2021-02-24 18:43:00,30.394216,-97.796505,Hands-On,Suspicious Activity,29,Other,Male,25,Female,5,No,None,Yes
UOF-00866,2021-02-24,22:26:00,2021-02-24 22:26:00,30.22181,-97.747286,Chemical Spray,Disturbance Call,31,Black,Male,40,Male,11,No,None,Yes
UOF-00975,2021-02-25,09:38:00,2021-02-25 09:38:00,30.286418,-97.651657,Chemical Spray,Disturbance Call,53,Black,Male,47,Male,2,Yes,Moderate,Yes
UOF-01406,2021-02-25,10:04:00,2021-02-25 10:04:00,30.286069,-97.708275,Hands-On,Suspicious Activity,39,Other,Male,35,Male,6,No,None,Yes
UOF-00474,2021-02-25,11:05:00,2021-02-25 11:05:00,30.293949,-97.75031,Taser,Disturbance Call,35,Hispanic,Male,43,Female,1,No,None,Yes
UOF-01322,2021-02-25,15:43:00,2021-02-25 15:43:00,30.188862,-97.769107,Hands-On,Disturbance Call,39,Asian,Female,39,Male,8,No,Severe,Yes
UOF-03277,2021-02-25,19:01:00,2021-02-25 19:01:00,30.15757,-97.763567,Taser,Domestic Violence,34,Hispanic,Male,29,Male,13,No,None,Yes
UOF-01295,2021-02-25,20:44:00,2021-02-25 20:44:00,30.260409,-97.723881,Firearm,Traffic Stop,48,Hispanic,Male,32,Male,8,No,None,Yes
UOF-00204,2021-02-25,22:29:00,2021-02-25 22:29:00,30.311971,-97.679487,Hands-On,Domestic Violence,44,White,Female,30,Male,7,No,Moderate,Yes
UOF-02988,2021-02-26,05:13:00,2021-02-26 05:13:00,30.27014,-97.75636,Taser,Traffic Stop,33,Black,Male,35,Male,7,No,Minor,Yes
UOF-00898,2021-02-26,13:53:00,2021-02-26 13:53:00,30.244112,-97.813319,Hands-On,Domestic Violence,40,Black,Male,52,Male,11,No,Minor,Yes
UOF-02328,2021-02-26,20:24:00,2021-02-26 20:24:00,30.296442,-97.815115,K-9,Disturbance Call,41,White,Male,40,Male,15,No,Moderate,Yes
UOF-03823,2021-02-26,20:55:00,2021-02-26 20:55:00,30.334232,-97.741445,Baton,Traffic Stop,39,Hispanic,Male,39,Male,5,No,Minor,Yes
UOF-02215,2021-02-26,22:50:00,2021-02-26 22:50:00,30.330385,-97.751019,Taser,Pursuit,58,Black,Male,34,Male,12,Yes,None,Yes
UOF-04047,2021-02-27,10:58:00,2021-02-27 10:58:00,30.248519,-97.759049,Hands-On,Disturbance Call,54,Hispanic,Male,33,Male,11,Yes,None,Yes
UOF-00258,2021-02-27,19:22:00,2021-02-27 19:22:00,30.292227,-97.802923,Taser,Traffic Stop,69,Black,Female,25,Male,12,No,Fatal,Yes
UOF-02541,2021-03-01,00:54:00,2021-03-01 00:54:00,30.129711,-97.744144,Firearm,Pursuit,36,White,Male,45,Male,5,Yes,Severe,No
UOF-00281,2021-03-01,07:56:00,2021-03-01 07:56:00,30.284029,-97.669548,Chemical Spray,Warrant Service,36,White,Male,44,Male,8,Yes,Moderate,Yes
UOF-01535,2021-03-01,10:53:00,2021-03-01 10:53:00,30.292398,-97.832193,Chemical Spray,Disturbance Call,49,White,Male,34,Male,10,No,None,Yes
UOF-03347,2021-03-01,15:13:00,2021-03-01 15:13:00,30.244278,-97.756621,Hands-On,Warrant Service,34,Hispanic,Female,45,Male,7,No,Minor,Yes
UOF-02874,2021-03-01,16:08:00,2021-03-01 16:08:00,30.411451,-97.688409,Chemical Spray,Mental Health Crisis,44,Hispanic,Male,43,Male,8,Yes,Minor,Yes
UOF-04939,2021-03-01,17:33:00,2021-03-01 17:33:00,30.326301,-97.672486,Hands-On,Domestic Violence,44,Hispanic,Female,46,Male,13,No,Minor,Yes
UOF-04450,2021-03-01,18:24:00,2021-03-01 18:24:00,30.225861,-97.730208,Baton,Disturbance Call,23,White,Female,44,Male,8,No,Minor,Yes
UOF-02721,2021-03-01,19:55:00,2021-03-01 19:55:00,30.198647,-97.86257,Taser,Warrant Service,30,Black,Male,32,Female,4,No,None,No
UOF-03097,2021-03-01,21:57:00,2021-03-01 21:57:00,30.310566,-97.657683,Baton,Pursuit,53,Hispanic,Female,32,Male,7,Yes,Minor,Yes
UOF-04430,2021-03-01,22:42:00,2021-03-01 22:42:00,30.189786,-97.766404,Hands-On,Disturbance Call,29,Hispanic,Male,28,Female,4,No,Moderate,Yes
UOF-04689,2021-03-02,17:33:00,2021-03-02 17:33:00,30.15774,-97.734321,Taser,Traffic Stop,43,Black,Male,47,Male,7,No,Fatal,Yes
UOF-03603,2021-03-02,18:28:00,2021-03-02 18:28:00,30.338657,-97.663865,Hands-On,Pursuit,57,Hispanic,Female,27,Male,2,No,Severe,Yes
UOF-04235,2021-03-02,21:17:00,2021-03-02 21:17:00,30.277718,-97.746453,K-9,Disturbance Call,50,Black,Male,40,Male,3,No,Minor,Yes
UOF-01474,2021-03-03,17:40:00,2021-03-03 17:40:00,30.27187,-97.85615,Taser,Mental Health Crisis,63,Black,Male,44,Male,4,No,None,Yes
UOF-01842,2021-03-03,19:01:00,2021-03-03 19:01:00,30.188996,-97.716207,Hands-On,Pursuit,48,Black,Male,33,Male,4,No,None,Yes
UOF-00145,2021-03-04,17:40:00,2021-03-04 17:40:00,30.246908,-97.769072,Hands-On,Warrant Service,39,Other,Male,26,Male,2,No,Moderate,Yes
UOF-02569,2021-03-04,20:25:00,2021-03-04 20:25:00,30.35365,-97.779749,Firearm,Disturbance Call,34,Hispanic,Male,45,Male,8,No,Moderate,No
UOF-02056,2021-03-04,20:51:00,2021-03-04 20:51:00,30.385655,-97.763667,Hands-On,Disturbance Call,26,Black,Female,43,Female,5,Yes,None,Yes
UOF-00999,2021-03-05,08:29:00,2021-03-05 08:29:00,30.175287,-97.744344,Hands-On,Suspicious Activity,29,Black,Female,52,Male,11,No,Minor,Yes
UOF-00449,2021-03-05,13:24:00,2021-03-05 13:24:00,30.238399,-97.809099,Chemical Spray,Disturbance Call,46,Black,Female,28,Male,26,Yes,Minor,Yes
UOF-04466,2021-03-05,17:27:00,2021-03-05 17:27:00,30.234273,-97.708838,Baton,Domestic Violence,50,Hispanic,Female,47,Male,6,No,None,Yes
UOF-00828,2021-03-06,06:21:00,2021-03-06 06:21:00,30.323596,-97.766635,Taser,Warrant Service,67,Black,Male,44,Female,15,No,None,Yes
UOF-01645,2021-03-06,07:08:00,2021-03-06 07:08:00,30.156413,-97.758021,Hands-On,Pursuit,50,Black,Male,52,Male,10,No,Moderate,Yes
UOF-04981,2021-03-06,10:23:00,2021-03-06 10:23:00,30.215207,-97.781637,Taser,Disturbance Call,64,Black,Male,48,Male,14,No,Moderate,Yes
UOF-00450,2021-03-06,11:05:00,2021-03-06 11:05:00,30.191667,-97.763483,Firearm,Mental Health Crisis,45,Black,Male,54,Male,9,Yes,None,Yes
UOF-02387,2021-03-06,17:47:00,2021-03-06 17:47:00,30.256915,-97.725103,Taser,Pursuit,32,Black,Female,33,Male,14,No,None,Yes
UOF-04019,2021-03-06,19:37:00,2021-03-06 19:37:00,30.321434,-97.73855,Taser,Disturbance Call,34,Hispanic,Male,41,Male,3,No,Minor,Yes
UOF-02219,2021-03-07,18:58:00,2021-03-07 18:58:00,30.270822,-97.745417,Firearm,Warrant Service,53,White,Male,36,Male,12,No,Moderate,Yes
UOF-03715,2021-03-07,19:02:00,2021-03-07 19:02:00,30.175902,-97.746925,Hands-On,Suspicious Activity,30,Other,Male,27,Female,2,Yes,None,No
UOF-01029,2021-03-07,22:55:00,2021-03-07 22:55:00,30.350472,-97.757649,Chemical Spray,Pursuit,45,Black,Male,45,Male,2,Yes,Minor,Yes
UOF-00263,2021-03-08,08:20:00,2021-03-08 08:20:00,30.264067,-97.828165,Hands-On,Suspicious Activity,40,Black,Male,47,Male,9,Yes,None,Yes
UOF-00796,2021-03-08,10:05:00,2021-03-08 10:05:00,30.300825,-97.838828,Taser,Mental Health Crisis,47,Black,Male,25,Female,2,No,None,Yes
UOF-00322,2021-03-08,14:28:00,2021-03-08 14:28:00,30.240171,-97.739633,Taser,Pursuit,42,Hispanic,Male,25,Male,4,No,None,Yes
UOF-03827,2021-03-08,18:47:00,2021-03-08 18:47:00,30.331189,-97.763101,Hands-On,Pursuit,36,Black,Male,28,Male,18,Yes,None,Yes
UOF-00908,2021-03-08,19:09:00,2021-03-08 19:09:00,30.165765,-97.7385,Chemical Spray,Suspicious Activity,47,Black,Female,43,Male,13,Yes,Severe,Yes
UOF-03442,2021-03-08,22:21:00,2021-03-08 22:21:00,30.318219,-97.779518,Hands-On,Disturbance Call,47,White,Male,39,Female,13,No,None,No
UOF-03593,2021-03-09,05:33:00,2021-03-09 05:33:00,30.196852,-97.716758,Hands-On,Traffic Stop,38,White,Female,45,Male,10,No,Severe,Yes
UOF-04995,2021-03-09,05:35:00,2021-03-09 05:35:00,30.323784,-97.769206,Taser,Traffic Stop,41,Hispanic,Male,41,Male,6,Yes,None,Yes
UOF-02698,2021-03-09,06:05:00,2021-03-09 06:05:00,30.287198,-97.62671,Taser,Warrant Service,36,White,Male,34,Male,3,No,None,Yes
UOF-03215,2021-03-09,07:50:00,2021-03-09 07:50:00,30.31899,-97.717529,Firearm,Mental Health Crisis,35,White,Male,40,Male,10,No,None,Yes
UOF-03994,2021-03-09,13:13:00,2021-03-09 13:13:00,30.403125,-97.6899,Hands-On,Traffic Stop,60,Hispanic,Female,37,Female,9,No,Severe,Yes
UOF-00538,2021-03-09,20:32:00,2021-03-09 20:32:00,30.282877,-97.878144,Hands-On,Disturbance Call,26,White,Male,52,Male,8,Yes,None,No
UOF-01981,2021-03-10,04:12:00,2021-03-10 04:12:00,30.237117,-97.739316,Hands-On,Mental Health Crisis,37,Black,Male,41,Male,15,Yes,Severe,Yes
UOF-04540,2021-03-10,15:20:00,2021-03-10 15:20:00,30.347648,-97.646163,Chemical Spray,Pursuit,35,White,Male,36,Male,6,Yes,Minor,Yes
UOF-04708,2021-03-10,17:52:00,2021-03-10 17:52:00,30.322154,-97.666555,Hands-On,Domestic Violence,45,White,Male,45,Male,7,Yes,Minor,Yes
UOF-04839,2021-03-10,19:38:00,2021-03-10 19:38:00,30.236762,-97.746523,Hands-On,Pursuit,34,White,Female,46,Male,6,No,Moderate,Yes
UOF-02666,2021-03-11,00:20:00,2021-03-11 00:20:00,30.292786,-97.789417,Chemical Spray,Disturbance Call,48,White,Male,34,Male,1,Yes,None,Yes
UOF-04268,2021-03-11,00:31:00,2021-03-11 00:31:00,30.284686,-97.777697,Hands-On,Domestic Violence,37,Hispanic,Male,31,Male,8,Yes,Moderate,No
UOF-04604,2021-03-11,19:16:00,2021-03-11 19:16:00,30.203002,-97.720205,Taser,Pursuit,52,Asian,Male,47,Male,0,Yes,None,Yes
UOF-02846,2021-03-12,19:39:00,2021-03-12 19:39:00,30.241847,-97.725316,Hands-On,Disturbance Call,34,White,Male,45,Female,14,Yes,Minor,No
UOF-00705,2021-03-12,21:23:00,2021-03-12 21:23:00,30.295339,-97.752782,Taser,Disturbance Call,52,Black,Male,37,Male,10,No,None,No
UOF-01651,2021-03-13,02:40:00,2021-03-13 02:40:00,30.3234,-97.666979,Hands-On,Traffic Stop,38,Hispanic,Female,31,Male,5,Yes,None,Yes
UOF-00273,2021-03-13,17:57:00,2021-03-13 17:57:00,30.252708,-97.818696,Chemical Spray,Pursuit,64,Hispanic,Female,45,Male,4,Yes,None,No
UOF-02604,2021-03-13,18:56:00,2021-03-13 18:56:00,30.258972,-97.832816,Hands-On,Pursuit,67,Black,Male,25,Male,10,No,Minor,Yes
UOF-00887,2021-03-14,13:04:00,2021-03-14 13:04:00,30.219954,-97.680353,Taser,Traffic Stop,39,Black,Female,36,Male,14,No,Minor,Yes
UOF-01106,2021-03-14,18:04:00,2021-03-14 18:04:00,30.249672,-97.729493,Taser,Suspicious Activity,43,Asian,Male,45,Male,4,No,Minor,Yes
UOF-04222,2021-03-14,18:15:00,2021-03-14 18:15:00,30.317019,-97.72338,Chemical Spray,Warrant Service,48,Black,Female,50,Male,4,Yes,Minor,No
UOF-03393,2021-03-14,21:01:00,2021-03-14 21:01:00,30.260874,-97.748906,Hands-On,Pursuit,24,White,Male,46,Male,27,No,None,Yes
UOF-00753,2021-03-14,22:57:00,2021-03-14 22:57:00,30.26007,-97.79948,Chemical Spray,Traffic Stop,41,White,Male,25,Male,22,No,None,Yes
UOF-03421,2021-03-15,06:38:00,2021-03-15 06:38:00,30.241501,-97.754828,Hands-On,Warrant Service,53,Black,Male,39,Male,6,No,None,Yes
UOF-03794,2021-03-16,18:01:00,2021-03-16 18:01:00,30.302987,-97.734608,Hands-On,Suspicious Activity,28,White,Male,53,Male,13,No,None,Yes
UOF-03109,2021-03-16,19:14:00,2021-03-16 19:14:00,30.365429,-97.650608,Hands-On,Disturbance Call,57,Black,Male,51,Female,8,No,None,Yes
UOF-04310,2021-03-16,22:29:00,2021-03-16 22:29:00,30.349103,-97.644591,Taser,Traffic Stop,27,Black,Male,51,Male,10,Yes,Moderate,Yes
UOF-01662,2021-03-17,13:31:00,2021-03-17 13:31:00,30.236226,-97.839688,Taser,Traffic Stop,29,White,Male,50,Male,3,Yes,None,Yes
UOF-00206,2021-03-17,20:23:00,2021-03-17 20:23:00,30.241313,-97.864257,Taser,Traffic Stop,26,Asian,Male,40,Male,9,No,None,Yes
UOF-03395,2021-03-18,01:45:00,2021-03-18 01:45:00,30.23084,-97.764299,Hands-On,Pursuit,36,Black,Female,56,Male,5,Yes,None,Yes
UOF-03329,2021-03-18,06:37:00,2021-03-18 06:37:00,30.29386,-97.697279,Taser,Mental Health Crisis,48,Other,Female,36,Male,7,No,None,Yes
UOF-01310,2021-03-18,11:40:00,2021-03-18 11:40:00,30.225209,-97.734837,K-9,Disturbance Call,37,White,Female,37,Male,7,No,None,Yes
UOF-00879,2021-03-18,20:04:00,2021-03-18 20:04:00,30.151303,-97.791698,Chemical Spray,Mental Health Crisis,36,Black,Male,60,Male,4,No,Severe,No
UOF-03812,2021-03-18,20:54:00,2021-03-18 20:54:00,30.270911,-97.861717,Taser,Domestic Violence,50,Hispanic,Female,46,Male,9,No,None,Yes
UOF-03293,2021-03-18,22:24:00,2021-03-18 22:24:00,30.354334,-97.750751,Taser,Disturbance Call,41,White,Male,47,Male,9,Yes,None,Yes
UOF-01362,2021-03-20,02:07:00,2021-03-20 02:07:00,30.300953,-97.66735,Hands-On,Mental Health Crisis,43,Black,Male,39,Male,17,Yes,None,Yes
UOF-00033,2021-03-20,06:27:00,2021-03-20 06:27:00,30.362651,-97.627518,Chemical Spray,Pursuit,47,White,Male,47,Male,9,No,Minor,Yes
UOF-02376,2021-03-20,11:57:00,2021-03-20 11:57:00,30.182821,-97.772826,Taser,Disturbance Call,33,Black,Male,41,Male,17,Yes,Minor,Yes
UOF-04770,2021-03-20,15:31:00,2021-03-20 15:31:00,30.374744,-97.706532,Taser,Mental Health Crisis,54,White,Female,41,Male,4,No,Moderate,Yes
UOF-02007,2021-03-21,07:35:00,2021-03-21 07:35:00,30.228604,-97.726319,Firearm,Disturbance Call,50,Asian,Male,47,Female,9,Yes,Minor,Yes
UOF-04673,2021-03-21,15:01:00,2021-03-21 15:01:00,30.355824,-97.722598,Baton,Pursuit,28,Hispanic,Female,30,Male,12,No,Moderate,No
UOF-01247,2021-03-21,20:42:00,2021-03-21 20:42:00,30.247965,-97.831052,Hands-On,Warrant Service,31,White,Female,59,Male,17,No,None,Yes
UOF-03006,2021-03-22,14:11:00,2021-03-22 14:11:00,30.344508,-97.829381,Hands-On,Traffic Stop,32,White,Male,44,Male,18,Yes,None,Yes
UOF-01034,2021-03-22,20:34:00,2021-03-22 20:34:00,30.368531,-97.730828,Baton,Disturbance Call,48,White,Male,33,Male,3,No,None,Yes
UOF-01149,2021-03-22,21:03:00,2021-03-22 21:03:00,30.305665,-97.724686,Taser,Traffic Stop,29,Asian,Male,50,Male,1,No,None,Yes
UOF-01911,2021-03-23,10:25:00,2021-03-23 10:25:00,30.308031,-97.603652,Chemical Spray,Disturbance Call,66,Hispanic,Female,26,Male,22,Yes,Moderate,Yes
UOF-00421,2021-03-23,10:33:00,2021-03-23 10:33:00,30.352715,-97.662309,Hands-On,Traffic Stop,44,Black,Male,29,Male,4,No,None,No
UOF-04917,2021-03-23,18:09:00,2021-03-23 18:09:00,30.160218,-97.737546,Taser,Domestic Violence,69,White,Female,49,Male,7,Yes,None,Yes
UOF-00065,2021-03-23,21:47:00,2021-03-23 21:47:00,30.339731,-97.713953,Taser,Disturbance Call,48,White,Female,48,Male,6,No,Minor,Yes
UOF-02607,2021-03-24,08:21:00,2021-03-24 08:21:00,30.355588,-97.663406,Chemical Spray,Disturbance Call,37,White,Male,34,Female,24,No,None,Yes
